scope,workload,mode,metric,count,mean,median,min,max,stddev,status
SINGLE_APPLICATION,mixed,INTEGRATED,coordinator_overhead_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,mixed,INTEGRATED,runtime_cycle_total_us,5,1016960.844,1021315.282,1009042.747,1021918.516,6540.395,MEASURED
SINGLE_APPLICATION,mixed,INTEGRATED,completion_latency_us,5,3861.460,3660.882,2369.875,5977.770,1308.881,MEASURED
SINGLE_APPLICATION,changing,BASELINE,benchmark_elapsed_ms,5,374.688,373.982,345.755,404.968,22.602,MEASURED
SINGLE_APPLICATION,changing,BASELINE,benchmark_throughput_ops_sec,5,5353327.669,5347847.076,4938659.064,5784445.368,322799.682,MEASURED
SINGLE_APPLICATION,changing,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,runtime_cpu_peak_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,discovery_scan_count,5,0.000,0.000,0.000,0.000,0.000,MEASURED
SINGLE_APPLICATION,changing,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,discovery_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,queue_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,worker_execution_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,phase3_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,pipeline_serial_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,phase4_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,phase5_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,phase6_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,coordinator_overhead_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,runtime_cycle_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,BASELINE,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,INTEGRATED,benchmark_elapsed_ms,5,405.633,395.498,384.494,430.843,23.304,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,benchmark_throughput_ops_sec,5,4943403.847,5056910.189,4642057.330,5201641.151,279548.202,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,runtime_cpu_percent,5,26.355,26.516,25.492,27.451,0.790,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,runtime_cpu_peak_percent,5,651.079,736.518,422.711,815.617,187.993,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,runtime_rss_kb,5,5983.200,5996.000,5904.000,6052.000,58.062,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,runtime_vms_kb,5,156799.200,156796.000,156796.000,156804.000,4.382,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,discovery_scan_count,5,4.000,4.000,4.000,4.000,0.000,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,discovery_total_us,5,230103.173,229360.469,216374.602,243445.110,10610.227,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,discovery_us,5,57525.793,57340.117,54093.651,60861.277,2652.557,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,queue_wait_us,5,418.921,120.685,101.513,1143.605,460.097,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,worker_execution_us,5,2333.905,2060.463,1749.784,3533.740,724.609,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,phase3_us,5,2328.623,2054.809,1744.365,3528.886,724.896,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,pipeline_serial_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,INTEGRATED,phase4_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,INTEGRATED,phase5_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,INTEGRATED,phase6_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,INTEGRATED,coordinator_overhead_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,changing,INTEGRATED,runtime_cycle_total_us,5,1012897.945,1015616.851,1007524.619,1016742.790,4693.533,MEASURED
SINGLE_APPLICATION,changing,INTEGRATED,completion_latency_us,5,2805.918,2728.407,2003.791,3712.418,616.887,MEASURED
SINGLE_APPLICATION,local,BASELINE,benchmark_elapsed_ms,5,849.249,966.776,576.746,1074.149,238.959,MEASURED
SINGLE_APPLICATION,local,BASELINE,benchmark_throughput_ops_sec,5,2531375.763,2068731.400,1861939.551,3467731.011,785551.064,MEASURED
SINGLE_APPLICATION,local,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,runtime_cpu_peak_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,discovery_scan_count,5,0.000,0.000,0.000,0.000,0.000,MEASURED
SINGLE_APPLICATION,local,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,discovery_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,queue_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,worker_execution_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,phase3_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,pipeline_serial_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,phase4_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,phase5_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,phase6_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,coordinator_overhead_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,runtime_cycle_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,BASELINE,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SINGLE_APPLICATION,local,INTEGRATED,benchmark_elapsed_ms,5,933.516,1051.161,643.243,1143.891,232.994,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,benchmark_throughput_ops_sec,5,2267241.573,1902657.819,1748417.576,3109244.105,627584.092,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,runtime_cpu_percent,5,25.455,25.651,22.613,27.949,2.077,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,runtime_cpu_peak_percent,5,575.079,508.228,384.123,794.468,193.056,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,runtime_rss_kb,5,5957.600,6000.000,5824.000,6104.000,115.710,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,runtime_vms_kb,5,156805.600,156804.000,156804.000,156812.000,3.578,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,discovery_scan_count,5,4.000,4.000,4.000,4.000,0.000,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,discovery_total_us,5,217819.677,222229.016,186920.060,245763.066,23048.450,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,discovery_us,5,54454.919,55557.254,46730.015,61440.766,5762.112,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,queue_wait_us,5,318.320,291.259,77.329,676.819,222.590,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,worker_execution_us,5,2184.294,2207.844,1598.489,2940.257,534.238,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,phase3_us,5,2179.297,2203.962,1594.098,2935.100,533.652,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,pipeline_serial_wait_us,3,235.286,222.063,210.014,273.781,33.878,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,phase4_us,3,6243.842,5821.746,5556.879,7352.900,969.560,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,phase5_us,3,7728.283,7599.488,6993.371,8591.991,807.055,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,phase6_us,3,8983.438,8988.869,7250.024,10711.420,1730.704,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,coordinator_overhead_us,3,1042.272,1072.781,817.149,1236.885,211.525,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,runtime_cycle_total_us,5,1032064.369,1030204.627,1014988.531,1049115.402,13759.636,MEASURED
SINGLE_APPLICATION,local,INTEGRATED,completion_latency_us,5,2569.871,2536.962,1715.011,3319.161,716.930,MEASURED
