scope,application_count,worker_count,mode,metric,count,mean,median,min,max,stddev,status
RUN,1,1,INTEGRATED,discovery_total_us,5,748378.218,750698.647,738688.763,756745.339,7750.795,MEASURED
RUN,1,2,BASELINE,aggregate_throughput,5,5492768.185,5693113.085,4915586.970,6000111.421,532900.113,MEASURED
RUN,1,2,BASELINE,group_makespan_ms,5,3273.420,3133.827,2973.483,3629.522,325.983,MEASURED
RUN,1,2,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,2,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,2,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,2,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,2,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,2,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,2,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,2,INTEGRATED,aggregate_throughput,5,5307774.618,5425394.928,4723660.879,5734093.256,410770.614,MEASURED
RUN,1,2,INTEGRATED,group_makespan_ms,5,3378.093,3288.467,3111.430,3776.992,270.967,MEASURED
RUN,1,2,INTEGRATED,runtime_cpu_percent,5,19.933,19.055,18.334,22.783,1.775,MEASURED
RUN,1,2,INTEGRATED,runtime_rss_kb,5,5535.200,5468.000,5460.000,5684.000,101.957,MEASURED
RUN,1,2,INTEGRATED,runtime_vms_kb,5,155606.400,155608.000,155600.000,155608.000,3.578,MEASURED
RUN,1,2,INTEGRATED,max_queue_depth,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,2,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,2,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,2,INTEGRATED,discovery_total_us,5,662487.625,640396.368,605658.406,765971.251,61721.869,MEASURED
RUN,1,4,BASELINE,aggregate_throughput,5,4921793.750,4907666.042,4713816.284,5140544.520,160750.690,MEASURED
RUN,1,4,BASELINE,group_makespan_ms,5,3628.034,3635.380,3470.689,3784.880,118.287,MEASURED
RUN,1,4,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,4,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,4,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,4,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,4,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,4,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,4,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,1,4,INTEGRATED,aggregate_throughput,5,4943057.404,4928016.686,4855582.996,5039325.361,74977.554,MEASURED
RUN,1,4,INTEGRATED,group_makespan_ms,5,3610.014,3620.367,3540.401,3674.375,54.633,MEASURED
RUN,1,4,INTEGRATED,runtime_cpu_percent,5,22.054,22.047,21.733,22.403,0.244,MEASURED
RUN,1,4,INTEGRATED,runtime_rss_kb,5,5610.400,5616.000,5408.000,5732.000,132.442,MEASURED
RUN,1,4,INTEGRATED,runtime_vms_kb,5,303071.200,303076.000,303064.000,303076.000,6.573,MEASURED
RUN,1,4,INTEGRATED,max_queue_depth,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,4,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,4,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,1,4,INTEGRATED,discovery_total_us,5,735957.622,735305.976,711944.233,776194.845,24688.633,MEASURED
RUN,2,1,BASELINE,aggregate_throughput,5,10463543.622,10449787.432,9591545.055,10947788.730,550330.712,MEASURED
RUN,2,1,BASELINE,group_makespan_ms,5,3418.027,3414.659,3259.331,3720.200,186.884,MEASURED
RUN,2,1,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,1,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,1,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,1,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,1,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,1,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,1,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,1,INTEGRATED,aggregate_throughput,5,9647842.062,9597123.878,9004426.275,10389035.355,569115.655,MEASURED
RUN,2,1,INTEGRATED,group_makespan_ms,5,3708.735,3718.037,3434.627,3962.769,217.222,MEASURED
RUN,2,1,INTEGRATED,runtime_cpu_percent,5,23.365,23.610,21.099,24.722,1.515,MEASURED
RUN,2,1,INTEGRATED,runtime_rss_kb,5,5498.400,5484.000,5420.000,5612.000,70.291,MEASURED
RUN,2,1,INTEGRATED,runtime_vms_kb,5,81868.000,81856.000,81848.000,81892.000,20.396,MEASURED
RUN,2,1,INTEGRATED,max_queue_depth,5,1.000,1.000,1.000,1.000,0.000,MEASURED
RUN,2,1,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,1,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,1,INTEGRATED,discovery_total_us,5,746175.354,729852.052,667379.703,818600.362,58540.509,MEASURED
RUN,2,2,BASELINE,aggregate_throughput,5,9590760.709,9596983.727,9508084.796,9668564.190,57111.465,MEASURED
RUN,2,2,BASELINE,group_makespan_ms,5,3720.609,3718.091,3690.565,3752.855,22.174,MEASURED
RUN,2,2,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,2,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,2,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,2,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,2,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,2,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,2,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,2,INTEGRATED,aggregate_throughput,5,9269620.185,9294135.088,9101990.306,9386570.397,111080.997,MEASURED
RUN,2,2,INTEGRATED,group_makespan_ms,5,3849.844,3839.245,3801.438,3920.292,46.427,MEASURED
RUN,2,2,INTEGRATED,runtime_cpu_percent,5,24.735,24.504,24.473,25.686,0.532,MEASURED
RUN,2,2,INTEGRATED,runtime_rss_kb,5,5644.000,5624.000,5488.000,5744.000,106.433,MEASURED
RUN,2,2,INTEGRATED,runtime_vms_kb,5,155588.000,155588.000,155588.000,155588.000,0.000,MEASURED
RUN,2,2,INTEGRATED,max_queue_depth,5,1.000,1.000,1.000,1.000,0.000,MEASURED
RUN,2,2,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,2,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,2,INTEGRATED,discovery_total_us,5,782224.345,764852.426,760046.745,853219.531,39831.789,MEASURED
RUN,2,4,BASELINE,aggregate_throughput,5,10447606.901,10373448.208,9785012.571,10948928.778,478448.878,MEASURED
RUN,2,4,BASELINE,group_makespan_ms,5,3421.176,3439.788,3258.991,3646.644,158.510,MEASURED
RUN,2,4,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,4,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,4,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,4,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,4,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,4,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,4,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,2,4,INTEGRATED,aggregate_throughput,5,10097149.753,10098524.434,9378310.480,10646469.437,533999.550,MEASURED
RUN,2,4,INTEGRATED,group_makespan_ms,5,3541.938,3533.433,3351.577,3804.786,189.771,MEASURED
RUN,2,4,INTEGRATED,runtime_cpu_percent,5,22.570,22.250,20.458,25.777,2.164,MEASURED
RUN,2,4,INTEGRATED,runtime_rss_kb,5,5708.000,5732.000,5628.000,5764.000,60.663,MEASURED
RUN,2,4,INTEGRATED,runtime_vms_kb,5,303084.000,303084.000,303084.000,303084.000,0.000,MEASURED
RUN,2,4,INTEGRATED,max_queue_depth,5,1.000,1.000,1.000,1.000,0.000,MEASURED
RUN,2,4,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,4,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,2,4,INTEGRATED,discovery_total_us,5,693747.141,683942.085,617249.469,798288.819,73287.332,MEASURED
RUN,4,1,BASELINE,aggregate_throughput,5,15169216.759,15440131.653,13570558.737,16674548.005,1142159.861,MEASURED
RUN,4,1,BASELINE,group_makespan_ms,5,4726.339,4622.041,4279.872,5258.805,362.006,MEASURED
RUN,4,1,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,1,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,1,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,1,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,1,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,1,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,1,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,1,INTEGRATED,aggregate_throughput,5,14098916.622,13864996.006,11977529.678,16284955.617,1615173.608,MEASURED
RUN,4,1,INTEGRATED,group_makespan_ms,5,5115.588,5147.129,4382.261,5958.234,590.821,MEASURED
RUN,4,1,INTEGRATED,runtime_cpu_percent,5,29.016,28.631,27.812,30.126,0.989,MEASURED
RUN,4,1,INTEGRATED,runtime_rss_kb,5,5560.000,5520.000,5444.000,5688.000,99.398,MEASURED
RUN,4,1,INTEGRATED,runtime_vms_kb,5,81876.000,81876.000,81876.000,81876.000,0.000,MEASURED
RUN,4,1,INTEGRATED,max_queue_depth,5,3.000,3.000,3.000,3.000,0.000,MEASURED
RUN,4,1,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,1,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,1,INTEGRATED,discovery_total_us,5,1326220.945,1300050.784,1156025.774,1696791.047,218741.590,MEASURED
RUN,4,2,BASELINE,aggregate_throughput,10,16866615.337,17057653.784,13116059.822,19975322.528,2001954.187,MEASURED
RUN,4,2,BASELINE,group_makespan_ms,10,4288.406,4185.680,3572.654,5441.034,541.522,MEASURED
RUN,4,2,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,2,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,2,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,2,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,2,BASELINE,deferred_jobs,10,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,2,BASELINE,saturation_events,10,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,2,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,2,INTEGRATED,aggregate_throughput,10,15595978.427,15578530.262,14742429.684,17471184.263,856449.047,MEASURED
RUN,4,2,INTEGRATED,group_makespan_ms,10,4587.732,4581.115,4084.722,4840.784,240.719,MEASURED
RUN,4,2,INTEGRATED,runtime_cpu_percent,10,27.822,28.178,25.672,29.339,1.194,MEASURED
RUN,4,2,INTEGRATED,runtime_rss_kb,10,5595.600,5618.000,5404.000,5768.000,123.468,MEASURED
RUN,4,2,INTEGRATED,runtime_vms_kb,10,155608.000,155608.000,155608.000,155608.000,0.000,MEASURED
RUN,4,2,INTEGRATED,max_queue_depth,10,3.000,3.000,3.000,3.000,0.000,MEASURED
RUN,4,2,INTEGRATED,deferred_jobs,10,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,2,INTEGRATED,saturation_events,10,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,2,INTEGRATED,discovery_total_us,10,1085382.812,1114639.459,763582.750,1163402.345,117716.113,MEASURED
RUN,4,4,BASELINE,aggregate_throughput,5,15705197.953,16074001.565,14530311.836,16609755.592,846568.341,MEASURED
RUN,4,4,BASELINE,group_makespan_ms,5,4554.851,4439.773,4296.567,4911.452,251.024,MEASURED
RUN,4,4,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,4,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,4,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,4,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,4,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,4,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,4,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,4,4,INTEGRATED,aggregate_throughput,5,14794504.289,14939098.587,13999693.323,15135726.438,455797.252,MEASURED
RUN,4,4,INTEGRATED,group_makespan_ms,5,4827.550,4777.057,4714.998,5097.606,154.371,MEASURED
RUN,4,4,INTEGRATED,runtime_cpu_percent,5,29.180,29.009,28.937,29.595,0.300,MEASURED
RUN,4,4,INTEGRATED,runtime_rss_kb,5,5779.200,5784.000,5700.000,5868.000,67.374,MEASURED
RUN,4,4,INTEGRATED,runtime_vms_kb,5,303076.000,303072.000,303064.000,303100.000,13.856,MEASURED
RUN,4,4,INTEGRATED,max_queue_depth,5,3.000,3.000,3.000,3.000,0.000,MEASURED
RUN,4,4,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,4,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,4,4,INTEGRATED,discovery_total_us,5,1189397.811,1184623.285,1109757.175,1267209.662,56482.640,MEASURED
RUN,8,1,BASELINE,aggregate_throughput,5,20081055.281,20070432.525,19629656.939,20673001.571,451783.414,MEASURED
RUN,8,1,BASELINE,group_makespan_ms,5,7110.555,7111.449,6904.167,7271.133,159.383,MEASURED
RUN,8,1,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,1,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,1,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,1,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,1,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,1,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,1,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,1,INTEGRATED,aggregate_throughput,5,18516275.911,18660415.199,18149783.910,18773704.632,269874.406,MEASURED
RUN,8,1,INTEGRATED,group_makespan_ms,5,7709.663,7648.803,7602.647,7863.997,113.064,MEASURED
RUN,8,1,INTEGRATED,runtime_cpu_percent,5,26.958,26.701,25.916,28.134,0.886,MEASURED
RUN,8,1,INTEGRATED,runtime_rss_kb,5,5812.000,5820.000,5652.000,5888.000,95.708,MEASURED
RUN,8,1,INTEGRATED,runtime_vms_kb,5,81906.400,81908.000,81900.000,81908.000,3.578,MEASURED
RUN,8,1,INTEGRATED,max_queue_depth,5,7.000,7.000,7.000,7.000,0.000,MEASURED
RUN,8,1,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,1,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,1,INTEGRATED,discovery_total_us,5,2361565.952,2386473.374,2170424.542,2482969.419,131210.811,MEASURED
RUN,8,2,BASELINE,aggregate_throughput,5,19421400.026,20527279.906,16958890.770,21307658.838,2022386.140,MEASURED
RUN,8,2,BASELINE,group_makespan_ms,5,7415.850,6953.179,6698.523,8416.225,801.660,MEASURED
RUN,8,2,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,2,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,2,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,2,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,2,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,2,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,2,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,2,INTEGRATED,aggregate_throughput,5,18620151.976,19126377.828,16484289.525,19399288.139,1221664.422,MEASURED
RUN,8,2,INTEGRATED,group_makespan_ms,5,7694.128,7462.461,7357.479,8658.538,548.607,MEASURED
RUN,8,2,INTEGRATED,runtime_cpu_percent,5,26.294,27.052,23.071,27.726,1.854,MEASURED
RUN,8,2,INTEGRATED,runtime_rss_kb,5,5827.200,5824.000,5816.000,5840.000,12.133,MEASURED
RUN,8,2,INTEGRATED,runtime_vms_kb,5,155644.000,155644.000,155644.000,155644.000,0.000,MEASURED
RUN,8,2,INTEGRATED,max_queue_depth,5,7.000,7.000,7.000,7.000,0.000,MEASURED
RUN,8,2,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,2,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,2,INTEGRATED,discovery_total_us,5,2181973.173,2149611.609,2025861.460,2370158.595,142518.979,MEASURED
RUN,8,4,BASELINE,aggregate_throughput,5,19972113.561,20267479.080,18951268.318,20424665.784,596538.598,MEASURED
RUN,8,4,BASELINE,group_makespan_ms,5,7151.733,7042.309,6988.112,7531.414,220.834,MEASURED
RUN,8,4,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,4,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,4,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,4,BASELINE,max_queue_depth,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,4,BASELINE,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,4,BASELINE,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,4,BASELINE,discovery_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
RUN,8,4,INTEGRATED,aggregate_throughput,5,18632275.228,18985385.949,17666890.971,19282054.485,733278.153,MEASURED
RUN,8,4,INTEGRATED,group_makespan_ms,5,7670.011,7517.880,7402.212,8078.945,306.709,MEASURED
RUN,8,4,INTEGRATED,runtime_cpu_percent,5,27.206,27.445,25.855,27.737,0.765,MEASURED
RUN,8,4,INTEGRATED,runtime_rss_kb,5,5828.000,5868.000,5668.000,6028.000,147.757,MEASURED
RUN,8,4,INTEGRATED,runtime_vms_kb,5,303108.000,303108.000,303108.000,303108.000,0.000,MEASURED
RUN,8,4,INTEGRATED,max_queue_depth,5,7.000,7.000,7.000,7.000,0.000,MEASURED
RUN,8,4,INTEGRATED,deferred_jobs,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,4,INTEGRATED,saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
RUN,8,4,INTEGRATED,discovery_total_us,5,2286577.540,2323298.334,2156023.481,2383908.388,94152.255,MEASURED
