timestamp,elapsed_ms,pid,system_cpu_utilization_percent,process_cpu_utilization_percent,rss_kb,vms_kb,rss_delta_kb,minor_page_faults,major_page_faults,interval_minor_faults,interval_major_faults,cache_references,cache_misses,thread_count,numa_nodes,process_numa_pages,benchmark_pattern,benchmark_threads,benchmark_memory_mb,benchmark_iterations,benchmark_duration_sec
2026-08-17T11:41:57,4,111483,-1.000,-1.000,876,2772,-1,53,0,-1,-1,-1,-1,1,1,N0=218,hot,2,4,NA,0.3
2026-08-17T11:41:57,106,111483,58.974,184.615,6028,23312,5152,1109,0,1056,0,-1,-1,3,1,N0=1505,hot,2,4,NA,0.3
2026-08-17T11:41:57,208,111483,64.198,197.531,6028,23312,0,1109,0,0,0,-1,-1,3,1,N0=1505,hot,2,4,NA,0.3
2026-08-17T11:41:57,311,111483,55.000,210.000,6028,23312,0,1109,0,0,0,-1,-1,3,1,N0=1505,hot,2,4,NA,0.3
