run_id,run_type,mode,application_count,worker_count,iterations,group_makespan_ms,aggregate_throughput,runtime_cpu_percent,runtime_rss_kb,runtime_vms_kb,runtime_tree_cpu_percent,runtime_tree_rss_kb,runtime_tree_vms_kb,max_queue_depth,deferred_jobs,saturation_events,discovery_scan_count,discovery_total_us,status,notes
primary-a8-w4-measured-7-integrated,MEASURED,INTEGRATED,8,4,17841231,7436.620,19192839.650,27.737,5668.000,303108.000,27.737,10556.000,606216.000,7.000,0,0,20,2156023.481,MEASURED,Error: target PID 250312 is unavailable for one sample.
primary-a8-w4-measured-8-integrated,MEASURED,INTEGRATED,8,4,17841231,7517.880,18985385.949,27.568,5868.000,303108.000,27.568,10756.000,606216.000,7.000,0,0,20,2323298.334,MEASURED,Error: target PID 250439 is unavailable for one sample.
primary-a8-w4-measured-8-baseline,MEASURED,BASELINE,8,4,17841231,7042.309,20267479.080,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
heterogeneous-a4-w2-warmup-1-baseline,WARMUP,BASELINE,4,2,17841231,4190.084,17031860.335,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
heterogeneous-a4-w2-warmup-1-integrated,WARMUP,INTEGRATED,4,2,17841231,4681.784,15243105.716,27.602,5764.000,155608.000,27.602,10444.000,311216.000,3.000,0,0,20,1161859.345,MEASURED,"Error: target PID 250610 is unavailable for one sample.
Error: target PID 250609 is unavailable for one sample.
Error: target PID 250607 is unavailable for one sample."
heterogeneous-a4-w2-warmup-2-integrated,WARMUP,INTEGRATED,4,2,17841231,4528.177,15760190.391,27.500,5636.000,155608.000,27.500,10312.000,311216.000,3.000,0,0,20,1161881.129,MEASURED,"Error: target PID 250657 is unavailable for one sample.
Error: target PID 250658 is unavailable for one sample."
heterogeneous-a4-w2-warmup-2-baseline,WARMUP,BASELINE,4,2,17841231,4175.443,17091581.617,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
heterogeneous-a4-w2-warmup-3-baseline,WARMUP,BASELINE,4,2,17841231,4501.882,15852243.490,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
heterogeneous-a4-w2-warmup-3-integrated,WARMUP,INTEGRATED,4,2,17841231,4885.263,14608204.543,27.862,5732.000,155608.000,27.862,8316.000,159592.000,3.000,0,0,20,1099898.317,MEASURED,"Error: target PID 250723 is unavailable for one sample.
Error: target PID 250725 is unavailable for one sample.
Error: target PID 250722 is unavailable for one sample."
heterogeneous-a4-w2-measured-4-integrated,MEASURED,INTEGRATED,4,2,17841231,4525.682,15768875.530,26.793,5700.000,155608.000,26.793,10380.000,311216.000,3.000,0,0,20,1163402.345,MEASURED,"Error: target PID 250773 is unavailable for one sample.
Error: target PID 250775 is unavailable for one sample.
Error: target PID 250774 is unavailable for one sample."
heterogeneous-a4-w2-measured-4-baseline,MEASURED,BASELINE,4,2,17841231,3572.654,19975322.528,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
heterogeneous-a4-w2-measured-5-baseline,MEASURED,BASELINE,4,2,17841231,3740.702,19077949.341,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
heterogeneous-a4-w2-measured-5-integrated,MEASURED,INTEGRATED,4,2,17841231,4084.722,17471184.263,25.672,5768.000,155608.000,25.672,10456.000,311216.000,3.000,0,0,16,763582.750,MEASURED,"Error: target PID 250840 is unavailable for one sample.
Error: target PID 250841 is unavailable for one sample.
Error: target PID 250839 is unavailable for one sample."
heterogeneous-a4-w2-measured-6-integrated,MEASURED,INTEGRATED,4,2,17841231,4507.175,15833624.803,26.771,5604.000,155608.000,26.771,10156.000,311216.000,3.000,0,0,20,1098204.896,MEASURED,Error: target PID 250883 is unavailable for one sample.
heterogeneous-a4-w2-measured-6-baseline,MEASURED,BASELINE,4,2,17841231,4015.047,17774366.256,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
heterogeneous-a4-w2-measured-7-baseline,MEASURED,BASELINE,4,2,17841231,4020.958,17748238.783,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
heterogeneous-a4-w2-measured-7-integrated,MEASURED,INTEGRATED,4,2,17841231,4556.181,15663320.518,28.238,5604.000,155608.000,28.238,7768.000,159580.000,3.000,0,0,20,1080221.399,MEASURED,"Error: target PID 250949 is unavailable for one sample.
Error: target PID 250948 is unavailable for one sample."
heterogeneous-a4-w2-measured-8-integrated,MEASURED,INTEGRATED,4,2,17841231,4352.407,16396655.328,27.015,5456.000,155608.000,27.015,8012.000,159592.000,3.000,0,0,20,1085306.665,MEASURED,"Error: target PID 250996 is unavailable for one sample.
Error: target PID 250998 is unavailable for one sample.
Error: target PID 250999 is unavailable for one sample."
heterogeneous-a4-w2-measured-8-baseline,MEASURED,BASELINE,4,2,17841231,4623.236,15436140.007,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,MEASURED,
