variant,application_count,phase,metric,count,mean,median,min,max,stddev,status
SUBPROCESS_SERIAL_BASELINE,2,phase4,runtime_cpu_percent,30,23.790,24.131,21.446,25.887,1.515,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase4,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,2,phase5,serial_wait_us,30,9358.459,7458.940,157.146,26212.284,9528.714,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,parent_prepare_us,30,49.783,49.828,34.333,90.180,11.540,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,fork_wait_wall_us,30,6024.669,5557.414,4206.862,14980.692,2022.296,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,child_profiled_total_us,30,1452.532,1340.182,1017.369,2359.797,326.258,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,startup_uninstrumented_residual_us,30,4572.137,4172.150,3162.510,13318.777,1875.305,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,direct_api_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,2,phase5,file_io_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,2,phase5,result_parse_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,2,phase5,total_phase_us,30,6128.180,5661.715,4320.900,15088.200,2024.974,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,pipeline_total_us,30,108081.043,106982.540,91643.309,123929.537,12367.715,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,pipeline_service_rate_apps_sec,30,56.229,56.084,48.415,65.471,6.487,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,aggregate_throughput,30,9927039.499,9849866.359,9491567.358,10719526.132,440960.110,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,runtime_cpu_percent,30,23.790,24.131,21.446,25.887,1.515,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase5,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,2,phase6,serial_wait_us,30,9358.459,7458.940,157.146,26212.284,9528.714,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,parent_prepare_us,30,47.234,46.594,32.285,62.263,8.266,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,fork_wait_wall_us,30,5319.293,4725.246,4126.129,10621.391,1404.800,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,child_profiled_total_us,30,709.997,667.724,477.548,1287.185,190.840,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,startup_uninstrumented_residual_us,30,4609.296,4031.726,3602.424,9684.379,1267.150,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,direct_api_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,2,phase6,file_io_us,30,197.136,197.260,136.520,250.947,31.817,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,result_parse_us,30,83.469,81.201,64.266,124.137,15.383,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,total_phase_us,30,5423.886,4829.426,4218.660,10733.514,1410.250,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,pipeline_total_us,30,108081.043,106982.540,91643.309,123929.537,12367.715,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,pipeline_service_rate_apps_sec,30,56.229,56.084,48.415,65.471,6.487,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,aggregate_throughput,30,9927039.499,9849866.359,9491567.358,10719526.132,440960.110,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,runtime_cpu_percent,30,23.790,24.131,21.446,25.887,1.515,MEASURED
SUBPROCESS_SERIAL_BASELINE,2,phase6,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase4,serial_wait_us,71,31369.024,23718.076,202.050,78483.471,25996.560,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,parent_prepare_us,71,57.806,55.299,36.930,137.499,12.109,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,fork_wait_wall_us,71,6512.645,5780.775,3823.892,14007.610,2240.176,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,child_profiled_total_us,71,482.122,431.233,261.883,993.477,163.004,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,startup_uninstrumented_residual_us,71,6030.523,5307.309,3401.344,13014.133,2161.170,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,direct_api_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase4,file_io_us,71,599.148,592.626,310.833,1068.631,162.607,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,result_parse_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase4,total_phase_us,71,6631.977,5892.744,3930.078,14119.811,2242.586,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,pipeline_total_us,71,318846.318,315700.355,295122.751,347347.346,16802.838,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,pipeline_service_rate_apps_sec,71,44.684,44.524,40.305,47.438,2.494,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,aggregate_throughput,71,16049095.722,16004992.973,15651432.803,16439157.677,260301.160,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,runtime_cpu_percent,71,29.879,29.350,28.811,32.179,1.212,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase4,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase5,serial_wait_us,71,31369.024,23718.076,202.050,78483.471,25996.560,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,parent_prepare_us,71,54.835,52.915,35.835,90.543,9.226,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,fork_wait_wall_us,71,7319.328,6949.505,4745.342,14768.725,1759.753,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,child_profiled_total_us,71,1867.159,1765.552,1218.827,4995.585,607.489,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,startup_uninstrumented_residual_us,71,5452.170,5180.933,3526.515,9773.140,1348.683,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,direct_api_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase5,file_io_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase5,result_parse_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase5,total_phase_us,71,7436.080,7060.745,4862.622,14884.030,1763.146,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,pipeline_total_us,71,318846.318,315700.355,295122.751,347347.346,16802.838,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,pipeline_service_rate_apps_sec,71,44.684,44.524,40.305,47.438,2.494,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,aggregate_throughput,71,16049095.722,16004992.973,15651432.803,16439157.677,260301.160,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,runtime_cpu_percent,71,29.879,29.350,28.811,32.179,1.212,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase5,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase6,serial_wait_us,71,31369.024,23718.076,202.050,78483.471,25996.560,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,parent_prepare_us,71,57.021,53.191,38.626,188.800,19.062,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,fork_wait_wall_us,71,6815.241,6487.669,4364.998,12393.702,1532.502,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,child_profiled_total_us,71,949.854,891.816,618.853,2582.466,318.014,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,startup_uninstrumented_residual_us,71,5865.386,5517.448,3732.735,11614.584,1479.914,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,direct_api_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,4,phase6,file_io_us,71,229.298,221.729,168.076,462.619,44.672,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,result_parse_us,71,92.863,87.300,65.205,200.411,21.880,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,total_phase_us,71,6932.610,6617.973,4465.283,12502.958,1544.671,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,pipeline_total_us,71,318846.318,315700.355,295122.751,347347.346,16802.838,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,pipeline_service_rate_apps_sec,71,44.684,44.524,40.305,47.438,2.494,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,aggregate_throughput,71,16049095.722,16004992.973,15651432.803,16439157.677,260301.160,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,runtime_cpu_percent,71,29.879,29.350,28.811,32.179,1.212,MEASURED
SUBPROCESS_SERIAL_BASELINE,4,phase6,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase4,serial_wait_us,194,150745.295,142114.568,219.000,364452.567,103631.273,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,parent_prepare_us,194,61.167,56.942,44.942,113.774,12.476,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,fork_wait_wall_us,194,12491.445,13025.396,5010.894,24124.056,3571.700,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,child_profiled_total_us,194,855.815,515.551,268.446,6431.947,1069.571,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,startup_uninstrumented_residual_us,194,11635.630,12331.562,4739.958,21572.495,3450.469,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,direct_api_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase4,file_io_us,194,701.931,596.609,327.879,6894.324,633.553,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,result_parse_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase4,total_phase_us,194,12621.685,13162.783,5115.822,24244.932,3577.352,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,pipeline_total_us,194,1646766.984,1621082.926,1491941.201,1827283.821,117097.645,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,pipeline_service_rate_apps_sec,194,23.675,23.441,21.343,26.140,1.555,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,aggregate_throughput,194,19101016.752,18857729.581,18729829.498,19646778.627,386880.731,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,runtime_cpu_percent,194,30.836,30.785,29.651,31.931,0.806,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase4,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase5,serial_wait_us,194,150745.295,142114.568,219.000,364452.567,103631.273,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,parent_prepare_us,194,56.423,53.127,42.146,256.027,16.074,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,fork_wait_wall_us,194,14907.934,15573.673,6708.357,32663.813,4230.041,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,child_profiled_total_us,194,4151.928,4627.717,1449.350,11103.136,1939.077,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,startup_uninstrumented_residual_us,194,10756.006,10874.742,4767.538,24088.791,3350.854,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,direct_api_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase5,file_io_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase5,result_parse_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase5,total_phase_us,194,15031.361,15736.329,6812.257,32877.068,4236.301,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,pipeline_total_us,194,1646766.984,1621082.926,1491941.201,1827283.821,117097.645,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,pipeline_service_rate_apps_sec,194,23.675,23.441,21.343,26.140,1.555,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,aggregate_throughput,194,19101016.752,18857729.581,18729829.498,19646778.627,386880.731,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,runtime_cpu_percent,194,30.836,30.785,29.651,31.931,0.806,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase5,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase6,serial_wait_us,194,150745.295,142114.568,219.000,364452.567,103631.273,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,parent_prepare_us,194,58.433,55.044,47.025,195.832,14.432,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,fork_wait_wall_us,194,13061.957,13925.288,5687.985,24598.204,3824.201,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,child_profiled_total_us,194,1628.990,826.761,613.782,4798.237,1343.537,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,startup_uninstrumented_residual_us,194,11432.967,11919.852,4951.880,23715.464,3546.485,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,direct_api_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
SUBPROCESS_SERIAL_BASELINE,8,phase6,file_io_us,194,264.396,230.276,188.447,5018.323,346.467,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,result_parse_us,194,103.723,95.933,79.218,929.852,62.088,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,total_phase_us,194,13193.302,14103.888,5800.688,24727.370,3830.880,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,pipeline_total_us,194,1646766.984,1621082.926,1491941.201,1827283.821,117097.645,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,pipeline_service_rate_apps_sec,194,23.675,23.441,21.343,26.140,1.555,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,aggregate_throughput,194,19101016.752,18857729.581,18729829.498,19646778.627,386880.731,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,runtime_cpu_percent,194,30.836,30.785,29.651,31.931,0.806,MEASURED
SUBPROCESS_SERIAL_BASELINE,8,phase6,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
