timestamp,elapsed_ms,pid,system_cpu_utilization_percent,process_cpu_utilization_percent,rss_kb,vms_kb,rss_delta_kb,minor_page_faults,major_page_faults,interval_minor_faults,interval_major_faults,cache_references,cache_misses,thread_count,numa_nodes,process_numa_pages,benchmark_pattern,benchmark_threads,benchmark_memory_mb,benchmark_iterations,benchmark_duration_sec
2026-08-20T19:34:24,1,276219,-1.000,-1.000,12,456,-1,13,0,-1,-1,-1,-1,1,-1,N0=48,hot,2,4,NA,0.2
2026-08-20T19:34:24,53,276219,79.487,143.590,6024,23312,6012,1107,0,1094,0,-1,-1,3,-1,N0=1504,hot,2,4,NA,0.2
2026-08-20T19:34:24,104,276219,50.000,210.526,6024,23312,0,1107,0,0,0,-1,-1,3,-1,N0=1504,hot,2,4,NA,0.2
2026-08-20T19:34:24,156,276219,79.487,225.641,6024,23312,0,1107,0,0,0,-1,-1,3,-1,N0=1504,hot,2,4,NA,0.2
2026-08-20T19:34:24,207,276219,78.947,210.526,6024,23312,0,1107,0,0,0,-1,-1,3,-1,N0=1504,hot,2,4,NA,0.2
