workload,mode,metric,count,mean,median,min,max,stddev,status
mixed,INTEGRATED,pipeline_serial_wait_us,5,266.298,284.106,210.189,305.684,39.326,MEASURED
mixed,INTEGRATED,phase4_us,5,6368.738,5090.656,4383.885,11281.061,2868.668,MEASURED
mixed,INTEGRATED,phase5_us,5,7897.454,7390.009,4583.278,12961.047,3368.718,MEASURED
mixed,INTEGRATED,phase6_us,5,6150.580,5907.546,3770.818,7900.464,1681.429,MEASURED
mixed,INTEGRATED,coordinator_overhead_us,5,954.116,956.725,807.634,1041.496,93.493,MEASURED
mixed,INTEGRATED,completion_latency_us,5,3205.984,3051.038,2376.133,4496.953,780.956,MEASURED
mixed,INTEGRATED,queue_depth_max,5,0.000,0.000,0.000,0.000,0.000,MEASURED
mixed,INTEGRATED,runtime_cycle_total_us,5,114400.878,108279.963,98215.775,138863.652,16086.518,MEASURED
mixed,INTEGRATED,runtime_cycle_count,5,1.000,1.000,1.000,1.000,0.000,MEASURED
mixed,INTEGRATED,jobs_submitted,5,1.000,1.000,1.000,1.000,0.000,MEASURED
mixed,INTEGRATED,jobs_executed,5,1.000,1.000,1.000,1.000,0.000,MEASURED
mixed,INTEGRATED,jobs_deferred,5,0.000,0.000,0.000,0.000,0.000,MEASURED
mixed,INTEGRATED,queue_saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
changing,BASELINE,benchmark_elapsed_ms,5,301.681,297.808,261.102,364.824,43.931,MEASURED
changing,BASELINE,benchmark_throughput_ops_sec,5,6738832.193,6715737.441,5482099.909,7659840.428,942692.691,MEASURED
changing,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,benchmark_cpu_percent,5,187.406,187.679,181.387,190.635,3.728,MEASURED
changing,BASELINE,benchmark_rss_kb,5,10056.000,10056.000,9928.000,10184.000,101.193,MEASURED
changing,BASELINE,discovery_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,queue_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,worker_execution_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,phase3_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,pipeline_serial_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,phase4_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,phase5_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,phase6_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,coordinator_overhead_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,queue_depth_max,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,runtime_cycle_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,runtime_cycle_count,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,jobs_submitted,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,jobs_executed,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,jobs_deferred,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,BASELINE,queue_saturation_events,0,NA,NA,NA,NA,NA,UNAVAILABLE
changing,INTEGRATED,benchmark_elapsed_ms,5,308.021,303.756,267.874,361.601,37.305,MEASURED
changing,INTEGRATED,benchmark_throughput_ops_sec,5,6567482.150,6584226.489,5530958.553,7466207.302,771060.192,MEASURED
changing,INTEGRATED,runtime_cpu_percent,5,56.370,56.539,48.628,63.030,5.130,MEASURED
changing,INTEGRATED,runtime_rss_kb,5,4547.200,4560.000,4368.000,4688.000,123.106,MEASURED
changing,INTEGRATED,runtime_vms_kb,5,154614.400,154620.000,154592.000,154620.000,12.522,MEASURED
changing,INTEGRATED,benchmark_cpu_percent,5,187.327,187.770,184.004,191.533,3.315,MEASURED
changing,INTEGRATED,benchmark_rss_kb,5,10028.800,10056.000,9924.000,10056.000,58.611,MEASURED
changing,INTEGRATED,discovery_us,5,48677.543,44742.593,42014.739,62498.061,8415.547,MEASURED
changing,INTEGRATED,queue_wait_us,5,328.034,139.585,119.475,704.952,277.234,MEASURED
changing,INTEGRATED,worker_execution_us,5,2253.135,2326.775,1608.421,2818.174,531.562,MEASURED
changing,INTEGRATED,phase3_us,5,2248.268,2321.903,1605.152,2812.369,530.284,MEASURED
changing,INTEGRATED,pipeline_serial_wait_us,5,660.409,257.641,190.062,2348.317,944.355,MEASURED
changing,INTEGRATED,phase4_us,5,6367.586,4998.766,3233.695,11263.424,3170.161,MEASURED
changing,INTEGRATED,phase5_us,5,4731.387,4703.143,3836.569,5987.348,865.818,MEASURED
changing,INTEGRATED,phase6_us,5,4168.221,4028.107,2983.609,5355.078,888.206,MEASURED
changing,INTEGRATED,coordinator_overhead_us,5,748.678,752.964,624.190,838.714,81.181,MEASURED
changing,INTEGRATED,completion_latency_us,5,2648.842,2535.898,1771.730,3605.106,803.101,MEASURED
changing,INTEGRATED,queue_depth_max,5,0.000,0.000,0.000,0.000,0.000,MEASURED
changing,INTEGRATED,runtime_cycle_total_us,5,103197.164,102137.542,87219.323,118940.718,11635.110,MEASURED
changing,INTEGRATED,runtime_cycle_count,5,1.000,1.000,1.000,1.000,0.000,MEASURED
changing,INTEGRATED,jobs_submitted,5,1.000,1.000,1.000,1.000,0.000,MEASURED
changing,INTEGRATED,jobs_executed,5,1.000,1.000,1.000,1.000,0.000,MEASURED
changing,INTEGRATED,jobs_deferred,5,0.000,0.000,0.000,0.000,0.000,MEASURED
changing,INTEGRATED,queue_saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
local,BASELINE,benchmark_elapsed_ms,5,112.409,112.945,106.647,119.751,5.381,MEASURED
local,BASELINE,benchmark_throughput_ops_sec,5,17824540.089,17707702.651,16701284.255,18753434.806,846939.537,MEASURED
local,BASELINE,runtime_cpu_percent,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,runtime_rss_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,runtime_vms_kb,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,benchmark_cpu_percent,5,174.761,177.117,164.510,181.010,6.279,MEASURED
local,BASELINE,benchmark_rss_kb,5,10056.000,10056.000,9928.000,10184.000,90.510,MEASURED
local,BASELINE,discovery_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,queue_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,worker_execution_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,phase3_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,pipeline_serial_wait_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,phase4_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,phase5_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,phase6_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,coordinator_overhead_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,completion_latency_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,queue_depth_max,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,runtime_cycle_total_us,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,runtime_cycle_count,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,jobs_submitted,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,jobs_executed,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,jobs_deferred,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,BASELINE,queue_saturation_events,0,NA,NA,NA,NA,NA,UNAVAILABLE
local,INTEGRATED,benchmark_elapsed_ms,5,116.552,113.946,107.621,124.451,7.444,MEASURED
local,INTEGRATED,benchmark_throughput_ops_sec,5,17215651.530,17552123.774,16070615.184,18583762.494,1096075.574,MEASURED
local,INTEGRATED,runtime_cpu_percent,5,55.486,54.581,51.295,61.936,4.463,MEASURED
local,INTEGRATED,runtime_rss_kb,5,4444.800,4432.000,4304.000,4624.000,123.106,MEASURED
local,INTEGRATED,runtime_vms_kb,5,154614.400,154620.000,154592.000,154620.000,12.522,MEASURED
local,INTEGRATED,benchmark_cpu_percent,5,174.656,173.197,166.524,182.724,6.677,MEASURED
local,INTEGRATED,benchmark_rss_kb,5,10107.200,10056.000,10056.000,10312.000,114.487,MEASURED
local,INTEGRATED,discovery_us,5,49756.094,49015.632,46195.617,57527.769,4623.734,MEASURED
local,INTEGRATED,queue_wait_us,5,581.686,75.938,55.820,1822.275,777.523,MEASURED
local,INTEGRATED,worker_execution_us,5,2191.500,2333.302,1719.268,2438.148,293.302,MEASURED
local,INTEGRATED,phase3_us,5,2186.510,2327.865,1715.903,2432.642,292.455,MEASURED
local,INTEGRATED,pipeline_serial_wait_us,5,224.159,220.662,198.343,253.787,21.464,MEASURED
local,INTEGRATED,phase4_us,5,3687.082,3549.052,3267.009,4383.643,434.103,MEASURED
local,INTEGRATED,phase5_us,5,3993.597,3733.323,3600.865,5092.013,619.201,MEASURED
local,INTEGRATED,phase6_us,5,3203.150,3195.197,3014.883,3484.183,174.824,MEASURED
local,INTEGRATED,coordinator_overhead_us,5,742.871,757.728,653.900,845.643,78.870,MEASURED
local,INTEGRATED,completion_latency_us,5,2833.987,2573.403,1811.919,3985.206,828.017,MEASURED
local,INTEGRATED,queue_depth_max,5,0.000,0.000,0.000,0.000,0.000,MEASURED
local,INTEGRATED,runtime_cycle_total_us,5,98377.944,95229.428,94005.303,107673.148,5733.212,MEASURED
local,INTEGRATED,runtime_cycle_count,5,1.000,1.000,1.000,1.000,0.000,MEASURED
local,INTEGRATED,jobs_submitted,5,1.000,1.000,1.000,1.000,0.000,MEASURED
local,INTEGRATED,jobs_executed,5,1.000,1.000,1.000,1.000,0.000,MEASURED
local,INTEGRATED,jobs_deferred,5,0.000,0.000,0.000,0.000,0.000,MEASURED
local,INTEGRATED,queue_saturation_events,5,0.000,0.000,0.000,0.000,0.000,MEASURED
