timestamp,elapsed_ms,pid,tid,cpu,cpu_node,cpu_utilization_percent,state
2026-08-19T06:35:35,2,4119,4119,5,0,-1.000,S
2026-08-19T06:35:35,2,4119,4120,0,0,-1.000,S
2026-08-19T06:35:35,2,4119,4121,2,0,-1.000,S
2026-08-19T06:35:35,2,4119,4123,7,0,-1.000,S
2026-08-19T06:38:53,6,4119,4119,5,0,-1.000,S
2026-08-19T06:38:53,6,4119,4120,0,0,-1.000,S
2026-08-19T06:38:53,6,4119,4121,2,0,-1.000,S
2026-08-19T06:38:53,6,4119,4123,7,0,-1.000,S
2026-08-19T06:40:03,2,4119,4119,5,0,-1.000,S
2026-08-19T06:40:03,2,4119,4120,0,0,-1.000,S
2026-08-19T06:40:03,2,4119,4121,2,0,-1.000,S
2026-08-19T06:40:03,2,4119,4123,7,0,-1.000,S
