timestamp,elapsed_ms,pid,tid,cpu,cpu_node,cpu_utilization_percent,state
2026-08-19T06:35:35,2,4420,4420,5,0,-1.000,S
2026-08-19T06:35:35,2,4420,4425,0,0,-1.000,S
2026-08-19T06:35:35,2,4420,4426,1,0,-1.000,S
2026-08-19T06:35:35,2,4420,4427,0,0,-1.000,S
2026-08-19T06:35:35,2,4420,4428,7,0,-1.000,S
2026-08-19T06:35:35,2,4420,4429,2,0,-1.000,S
2026-08-19T06:35:35,2,4420,31054,4,0,-1.000,S
2026-08-19T06:38:54,3,4420,4420,5,0,-1.000,S
2026-08-19T06:38:54,3,4420,4425,0,0,-1.000,S
2026-08-19T06:38:54,3,4420,4426,1,0,-1.000,S
2026-08-19T06:38:54,3,4420,4427,0,0,-1.000,S
2026-08-19T06:38:54,3,4420,4428,7,0,-1.000,S
2026-08-19T06:38:54,3,4420,4429,2,0,-1.000,S
2026-08-19T06:38:54,3,4420,31054,4,0,-1.000,S
2026-08-19T06:40:04,2,4420,4420,5,0,-1.000,S
2026-08-19T06:40:04,2,4420,4425,0,0,-1.000,S
2026-08-19T06:40:04,2,4420,4426,1,0,-1.000,S
2026-08-19T06:40:04,2,4420,4427,0,0,-1.000,S
2026-08-19T06:40:04,2,4420,4428,7,0,-1.000,S
2026-08-19T06:40:04,2,4420,4429,2,0,-1.000,S
2026-08-19T06:40:04,2,4420,31054,4,0,-1.000,S
