timestamp,elapsed_ms,pid,tid,cpu,cpu_node,cpu_utilization_percent,state
2026-08-19T06:35:35,1,4181,4181,3,0,-1.000,S
2026-08-19T06:35:35,1,4181,4194,7,0,-1.000,S
2026-08-19T06:35:35,1,4181,4196,4,0,-1.000,S
2026-08-19T06:35:35,1,4181,4199,3,0,-1.000,S
2026-08-19T06:38:53,3,4181,4181,3,0,-1.000,S
2026-08-19T06:38:53,3,4181,4194,7,0,-1.000,S
2026-08-19T06:38:53,3,4181,4196,4,0,-1.000,S
2026-08-19T06:38:53,3,4181,4199,3,0,-1.000,S
2026-08-19T06:40:03,1,4181,4181,3,0,-1.000,S
2026-08-19T06:40:03,1,4181,4194,7,0,-1.000,S
2026-08-19T06:40:03,1,4181,4196,4,0,-1.000,S
2026-08-19T06:40:03,1,4181,4199,3,0,-1.000,S
