timestamp,elapsed_ms,pid,tid,cpu,cpu_node,cpu_utilization_percent,state
2026-08-19T06:35:35,9,4047,4047,5,0,-1.000,S
2026-08-19T06:35:35,9,4047,4084,2,0,-1.000,S
2026-08-19T06:35:35,9,4047,4085,1,0,-1.000,S
2026-08-19T06:35:35,9,4047,4087,5,0,-1.000,S
2026-08-19T06:35:35,9,4047,4098,2,0,-1.000,S
2026-08-19T06:35:35,9,4047,4104,4,0,-1.000,S
2026-08-19T06:38:53,10,4047,4047,3,0,-1.000,S
2026-08-19T06:38:53,10,4047,4084,2,0,-1.000,S
2026-08-19T06:38:53,10,4047,4085,1,0,-1.000,S
2026-08-19T06:38:53,10,4047,4087,5,0,-1.000,S
2026-08-19T06:38:53,10,4047,4098,2,0,-1.000,S
2026-08-19T06:38:53,10,4047,4104,4,0,-1.000,S
2026-08-19T06:40:03,7,4047,4047,3,0,-1.000,S
2026-08-19T06:40:03,7,4047,4084,2,0,-1.000,S
2026-08-19T06:40:03,7,4047,4085,1,0,-1.000,S
2026-08-19T06:40:03,7,4047,4087,5,0,-1.000,S
2026-08-19T06:40:03,7,4047,4098,2,0,-1.000,S
2026-08-19T06:40:03,7,4047,4104,4,0,-1.000,S
