timestamp,elapsed_ms,pid,tid,cpu,cpu_node,cpu_utilization_percent,state
2026-08-19T06:35:35,3,4032,4032,4,0,-1.000,S
2026-08-19T06:35:35,3,4032,4044,2,0,-1.000,S
2026-08-19T06:35:35,3,4032,4045,5,0,-1.000,S
2026-08-19T06:35:35,3,4032,4046,0,0,-1.000,S
2026-08-19T06:35:35,3,4032,4049,0,0,-1.000,S
2026-08-19T06:38:53,3,4032,4032,4,0,-1.000,S
2026-08-19T06:38:53,3,4032,4044,2,0,-1.000,S
2026-08-19T06:38:53,3,4032,4045,5,0,-1.000,S
2026-08-19T06:38:53,3,4032,4046,0,0,-1.000,S
2026-08-19T06:38:53,3,4032,4049,0,0,-1.000,S
2026-08-19T06:40:03,2,4032,4032,4,0,-1.000,S
2026-08-19T06:40:03,2,4032,4044,2,0,-1.000,S
2026-08-19T06:40:03,2,4032,4045,5,0,-1.000,S
2026-08-19T06:40:03,2,4032,4046,0,0,-1.000,S
2026-08-19T06:40:03,2,4032,4049,0,0,-1.000,S
