timestamp,elapsed_ms,pid,tid,cpu,cpu_node,cpu_utilization_percent,state
2026-08-19T06:35:35,3,4414,4414,5,0,-1.000,S
2026-08-19T06:35:35,3,4414,4415,1,0,-1.000,S
2026-08-19T06:35:35,3,4414,4416,7,0,-1.000,S
2026-08-19T06:35:35,3,4414,4417,1,0,-1.000,S
2026-08-19T06:38:54,3,4414,4414,5,0,-1.000,S
2026-08-19T06:38:54,3,4414,4415,1,0,-1.000,S
2026-08-19T06:38:54,3,4414,4416,7,0,-1.000,S
2026-08-19T06:38:54,3,4414,4417,1,0,-1.000,S
2026-08-19T06:40:04,3,4414,4414,5,0,-1.000,S
2026-08-19T06:40:04,3,4414,4415,1,0,-1.000,S
2026-08-19T06:40:04,3,4414,4416,7,0,-1.000,S
2026-08-19T06:40:04,3,4414,4417,1,0,-1.000,S
